title,time,realLikeCount,duration,auth
语文名著，靠它们了！ #快手知识市集 #新知来了 @快手粉条(O3xhcy6vhfzcu3qe),2021-12-28 18:25:08,25832,73833,小亭不停课
咱说这哪有正常人啊？ #和平精英 #搞笑,2022-01-22 18:44:08,5825,87700,请叫我玄子
#集结吧光合创作者  #主播中心,2021-12-30 20:57:49,5299,83366,《大傻哥》521
任务不达标，来了个负责人，第一次就让我……#美妆 #沉浸式化妆 #圣诞妆容,2021-12-24 21:05:07,218135,143440,是小雅雅ya
小狗挑战100天早餐不重样！第一天黄金香肠 #萌宠  #柯基小短腿  #我希望2022年所有的第一个都是你给的 ,2022-01-02 18:12:26,7361,18080,柯基张飞
后续转折来了…… #情感 #正能量 #传递正能量 @快手热点(O3xddgkd5fav5if9),2022-01-03 16:23:59,106863,320583,罗亮说情感
你猜到这是什么了吗 #我的世界 #minecraft,2022-01-01 19:58:39,310615,19466,七七简笔画
因为我爱你呀～ #亲子,2022-01-21 17:59:10,177932,9333,SASA的丸子妹
#寻找快手科普达人 #学生党 #冷知识 @快手创作者中心(O3xrgtux2ehryffe)  @快手热点(O3xddgkd5fav5if9) ……,2022-01-02 13:36:56,176916,11880,老夫子带你涨知识
恭喜白羊座又多了一个兄弟。 #十二星座 #星座 #揭秘十二星座,2022-01-22 17:20:31,2917,33333,汽水少女
睡不着容易，三个动作来改善 #睡眠,2022-01-13 09:05:13,9634,16082,燕子爱运动7712
你是真的狗呀 #搞笑视频 #搞笑 #沙雕,2021-12-31 11:09:05,154888,108550,洛克（收徒）
#听佛歌结善缘,2022-01-17 20:16:58,4283,179633,暖阳阳（音乐🎵分享）1
六六大顺，难道不好吗？ #搞笑 #情侣 ,2022-01-19 21:16:43,21271,110800,妮妮吃不饱
#集结吧光合创作者  #天生我有戏  #逆水寒ol   大结局了，感谢大家收看。,2022-01-19 15:04:55,7830,91560,沐寒518
这车太费油了 #二手车 #霸道 #收车实录 @快手热点(O3xddgkd5fav5if9) @快说车(O3xmjg3s9yifxav2) @汽车管家一叶姐(O3xkxedetemdgiu2) @快手创作者中心(O3xrgtux2ehryffe),2022-01-20 21:06:10,60651,248833,验车王🚗生哥
只要闺蜜会助攻，你的爱情不落空！#网恋奔现 #奔现  ,2021-12-31 11:29:18,156396,96816,章鱼妹妹
原来一大家里面 小丑竟是我自己！🙃🙃#私房钱@七七 ♥️(O3xve5dn9fxcvxpm),2021-12-29 17:02:31,197008,159433,七七大头🦁️
九纹龙史进不务正业，就爱舞刀弄棒 #快手娱乐星熠计划第五期  #冬日影娱大作战  #快手综剧创作者 ,2022-01-11 09:55:20,8137,83100,楞娃追剧
干啥啥不行，挨揍第一名😂 #天生我有戏,2021-12-31 16:55:11,53127,86216,湖南张焱
别人连对象名单都整上了，我还一个都没有...#王者荣耀 ,2022-01-22 10:00:00,140769,75200,顾星
别想太多好好生活 也许日子过着过着就有答案 努力走着走着 就会有温柔的着落 #手绘 #波吉小王子 #国王排名,2022-01-20 19:26:25,18808,20416,🐇Nami糖糖
#我的母亲 #人间温暖 #有妈的地方才是家,2022-01-22 14:30:13,18642,245600,活宝生活号
演兵2021 | 航空兵：协同对抗、突击突防、干扰与反干扰……这场异型机空战对抗氛围感拉满！,2021-12-29 15:17:49,35053,32800,空军在线
居家生活第二天！我真的又“闲”了一天吗？ #野球帝courtman,2021-12-27 12:01:15,31402,167866,赖益烨
女儿面对爸爸打工离家和回家，表现了两个画面两种心情。 #爸爸的小棉袄  ,2022-01-21 19:38:44,5798,10600,河南都市频道
独孤伽罗的女儿来了！被老爹把太后之位整没了的#杨丽华  ,2022-01-21 17:26:37,11087,102400,夏夜故事汇
"❤️
东北铁锅炖天下
天下美食都在锅
 #上快手看世界  #vlog",2022-01-21 19:12:00,24788,76733,臭臭在日本
银行存款哪家强，这期视频要收藏 #财经 #投资 #春节新知锦囊,2022-01-22 16:07:12,1862,163366,小司频道
#台球好货 #台球是一种生活 #台球教学 感谢关注❤️,2022-01-22 20:15:03,6479,97714,鑫哥影响一代人台球侯玉鑫
#搞笑配音 #搞笑视频 #搞笑 兄弟们锤子抡起来,2022-01-06 20:45:39,42449,76266,周西北搞笑配音
“你坐明堂上，不要沾风雪” #沈兰舟萧策安 #冬日暴击,2022-01-02 20:47:20,78642,19466,Coser希小白
#复古亲亲摇  #次元星企划 据说女生打出“CM”都是草莓，男生打出的是？,2022-01-11 13:19:19,98640,9800,香菜小丸  ，
姐妹们，我第一次觉得#双丸子头 这么好看！好甜！再加上两个蝴蝶结发夹绝绝子！超适合#洛丽塔 女孩哦！你们快去44呀～ #仙女编发 @快手平台帐号(O3xa3cpv8sghbu8m),2022-01-13 23:30:50,612707,12666,凌子
#祝大家圣诞节快乐 #集结合吧光合创作者  平安喜乐 #爱音乐爱快手,2021-12-26 07:05:24,13458,57266,蒙恩🕊️粉粉🌾赞美7
它好像不太开心噢 #萨摩耶 #萌宠,2022-01-17 16:11:52,24032,8666,辣条是只萨摩耶
#冬日暴击 俄式套装还能这样穿？！ #御茶家 #俄式制服,2022-01-19 18:01:27,14877,12433,御茶家
15秒教你看穿一个人！ #人情世故 #为人处世 #人生建议,2022-01-21 21:36:00,3610,23600,思维格局论🤔
这…这也算是种家族天赋了吧…？#大吉大利和平年  #虎年新春总动员,2022-01-21 11:36:29,64098,80847,我是大佬-
收纳癖感到极度舒适：一堆文件要分类？学会这招半分钟搞定！（方法总结在结尾可截图） #办公  #分类 ,2022-01-21 15:21:12,55928,37416,讯飞听见
#抬腿变装秀 #创作灵感 #集结光合创作者 @快手热点,2022-01-17 09:36:21,123864,77500,小苹果🍎美女合集
暃的台词比曜还多？峡谷三大话痨王大决战！ #王者新英雄暃 #荣耀萤火计划 #王者荣耀,2022-01-08 17:18:03,564558,49240,及格格一米九
#河北男孩刘学州回应生父 ：他没想主动认亲，没想给我学费，没让我进家门,2022-01-21 22:37:21,61446,38724,青豆新闻
嗯？养大了学会顶撞师尊了 #渣反 #沈清秋,2022-01-07 18:58:23,8422,8947,珞秋
《霸总猫和小娇妻虐🐶日常》 #萌宠成长日记 #快手宠物天团 #缅因猫日常,2022-01-21 11:49:23,17903,6266,小福和球泡
乡愁沈丹：福建女人样样精通，上得厨房下得田地，男人心中的女神 #农村生活 #女人 #集结吧光合创作者,2022-01-21 23:01:51,25662,82500,网红研究馆
《忘川的河》魏佳艺一首《忘川的河》，凄美的爱情故事，触动心灵的美，声声催泪！ #忘川的河 #好歌推荐 #集结吧光合创作者,2022-01-05 18:41:55,18498,282000,快影影长
#单身即地狱  恋综看麻了吧，换个视角来看看《荒岛名利场》！#宋智雅  #崔时训  @快手热点(O3xddgkd5fav5if9) ,2022-01-03 00:10:17,35798,35760,会火
美女冒充空姐问男友要礼物，房子豪车到手！，警察上门抓捕时一脸懵#空姐  #前男友  #合肥科教  ,2021-12-30 19:00:06,20849,135458,合肥科教
我的世界本来一片漆黑，但是你来了，它就亮了。  #谢谢让我遇见你 ,2021-12-22 16:59:43,747266,221766,爱情白皮书
日本的味增火锅 #味增 #火锅 #记录日本生活 @快手海外(O3xrvibasir82zhe),2022-01-14 18:10:33,75891,43833,中日混血爱酱（日本东京）
花7000包下的怪塘，没想到竟发现了这种大家伙！ #农村生活 #户外 #三农,2021-11-24 11:54:04,317252,402720,周一杰的日常
@快手热点(O3xddgkd5fav5if9)  @快手喜剧(O3xryk7p3x8yp7n4)  @快手小剧场(O3xzg2swytj5wmec)  #快手短剧MCN影响力大赛  #天生我有戏  #搞笑,2022-01-20 09:02:03,5028,172800,旺旺么想到.
#颜值 #岁月是把杀猪刀 #农村国宝 @周二磊（9:00直播）(O3xqv758v4x386iy) 哈哈哈哈哈,2022-01-21 18:50:28,5257,21750,刘康康.
曾经单打的那个少年，现已不在联盟征战多年. #尼克杨 #篮球 #用篮球表达心情  @快手热点(O3xddgkd5fav5if9) @我要上热门(O3x8er38dpbhvbaa),2022-01-16 10:25:25,67926,18708,✨我 要 打 控 卫🎡
"守高地好儿郎！#对抗路的烦恼 
@声优小剧场(O3x52tp7sxh9smws) （视频的音频来自于她）",2022-01-16 15:18:55,135280,30800,王者荣耀小狐仙（原声）
#搞笑 #女孩子,2022-01-17 11:12:29,614068,13100,抓到一个小白
#打响指 单身久了 煮饺子看见两个饺子粘在一起 我都要用铲子分开它 #slomo,2022-01-20 12:47:53,128071,6500,卤肉炖个居居-
粉丝评论比较多的明星英语视频！来看看第二期吧！ #英语口语 #明星 #在快手看海外,2022-01-21 16:56:45,57354,156666,AndrewCap
@山东交警(O3xzzqf8f3hpsqdu) 路警官熬了一夜❤给粉丝咱搞的「电动车保命秘籍」！快转发给家人朋友！@快手大事件(O3xk7zw4jkvrf9sa) #人间真实在快手,2021-12-28 13:26:24,296000,95650,学好姐姐😍
耗时5天，史上最全“路飞切片饼干”教程大结局来了，我估计你们学会了，那下一个挑战啥？ #挑战  #切片饼干  #整个硬菜过大年 ,2022-01-16 16:16:09,524886,147720,腊月小九
#麦乐鸡侠 假如真的有麦乐鸡侠 那班长一定是加练侠,2022-01-21 18:44:12,36169,12433,山东消防
#教育  #生活  #情感  ,2022-01-20 10:40:55,23996,75333,安徽卫视说出你的故事
眼前这一幕，你愿意为这些奋不顾身徒手攀上阳台救人的好心人点赞吗👍 #93头条 #93TV,2022-01-06 23:12:09,9374,16133,FM93交通之声
#集结吧光合计划创作者 出生这个爸爸把我抱回家把我养大，很多人说我有啥用，爸爸却没有嫌弃我，如今该我守护他……,2022-01-18 12:36:56,10194,14833,打不倒的王坚强
"头发扎紧点！漂酿！
#箫策安cos #将进酒cos #国风合伙人 ",2022-01-08 12:01:55,213426,11066,kilory_莉莉
学霸们都在看的数学片单来啦！ #快手知识市集 #新知来了 @快手粉条(O3xhcy6vhfzcu3qe),2021-12-29 19:15:12,118172,65933,小亭不停课
一件就能穿到入土？能传给子孙后代的“传家宝”品牌！#品牌  #barbour  #硬核  ,2022-01-05 18:19:11,72405,34300,炸裂的潮叔
“等这场雨过后，就不要别人的伞了” #动漫  #音乐  #宝藏音乐 ,2022-01-15 17:29:05,46724,10233,全球宝藏音乐
别催啦别催啦！你们要的搞定脂肪粒干货来啦！#一起变好看,2021-12-31 17:37:51,41956,79533,六豆妈
"这怎么还有个账号 怎么回事儿啊！
 #和平精英  #搞笑  #沙雕 ",2022-01-09 16:10:21,122137,74883,武器太次郎
长时间不打球！篮球都不圆了？#野球帝courtman ,2022-01-14 17:27:00,17601,86316,李观洋🏀
蒜头：兔兔！你等我！我来救你啦！！！！妈，你赔我小兔子！ #蒜头公主,2022-01-12 14:17:17,560868,6450,Avacha的动物园
#才艺 #画画 @快手热点(O3xddgkd5fav5if9) #二次元 快来找你们的漫画头像吧,2022-01-18 08:18:37,23609,59200,画画的熊
本以为牵住了你的手就可以得到你的心 没想到你居然是千手观音 #林克 #白鸟,2022-01-18 18:02:28,157262,7100,栎ㅤ
大家一定要去看下这些原片！真的是一个比一个卷~ #原神 #内卷 ,2022-01-21 20:35:26,11031,74733,老油条说
记住重点是剪成燕尾型，学会了艾特我，我去看看，凭评分 #刘海 #刘海教程,2022-01-14 18:40:21,52159,78400,苏亦-年货洗护直播8点
#集结吧光合创作者 希望疫情赶紧好了,2022-01-20 17:13:27,4202,94966,老街六妹（xiao惠）
小学生跳绳比赛时裤子意外脱落，还坚持继续跳完，并且拿到了第一名；成大事者不拘小节！#正能量 #励志 #体育精神,2021-12-29 17:21:45,9941,30413,有个大人物
#炸酥肉 #美食教程,2022-01-09 17:17:28,15760,54766,惟惟美食（教做菜）
#江西  萌娃坐摇摇车睡着妈妈关掉车后秒醒，网友：像极了老人打瞌睡看电视,2022-01-20 12:42:57,4194,14066,河南广播电视台驻马店站
#笑傲江湖 令狐冲，岳不群，任我行，吸星大法，独孤九剑，辟邪剑谱，还有啥来着……,2022-01-10 16:21:12,12693,53683,艺人红孩
你水老师吗 @快手光合作者助手(O3xxpf2m4brbf3pe) #实体书 #原耽 #吐槽,2022-01-16 12:30:02,41498,25300,手下留情李老师
"越来越get不到网友的点了……_x000D_
#搞笑     #猜点赞 ",2022-01-21 17:00:00,44310,46200,桑德在荷兰
赢了赢了！Go Lakers！ #响指慢动作 #湖人力克爵士,2022-01-18 18:06:33,462497,6300,_高赫Regina
如果我们能遇见 可以陪我吃一碗肠粉吗 #若是明仔载 #闽南语,2022-01-17 18:25:32,23242,15120,唐伯虎Annie
抗路名场面，真是不真实？ #游戏凡星计划 #见证你的游戏力量,2022-01-11 09:24:02,413579,7066,王者兵兵兵
"鉴定网络热门头像，你留言我分析！快@朋友一起来评论吧！
#心理学 #金钱豹头像",2022-01-20 19:03:25,167044,316280,KnowYourself
#中华小子 #春节新知锦囊,2022-01-16 10:38:45,139685,20950,宏泰工艺商行
小红子最近发qing了 你们快帮我劝劝她 她真的不适合做妈妈 #起司猫,2022-01-09 18:47:29,17144,11033,沙拉酱拌番茄
宝，这样设置信号增强好几倍！#涨知识 #实用小技巧 #科普 ,2022-01-14 21:22:21,312256,24950,白嫖的知识
Oh♂that's good~#游戏 #游戏BUG ,2022-01-21 18:50:38,3445,55883,大喵来辣
"为什么有的人有福，有的人命苦？看完你就明白了
#人生智慧#生活启示录#国学智慧名人名言正能量",2022-01-18 07:23:31,147846,169933,国学智慧~📖
你们知道这个Logo认证主播是谁吗？🧐 #和平精英  #大吉大利和平年 #虎年新春总动员,2022-01-21 21:23:58,7229,168916,叶言
忠心赤胆、勇猛善战的吕俊生，乃现代版吕布。#吕俊生 #战斗英雄 #致敬英雄 ,2022-01-20 17:03:47,14815,18300,酒吧小艺
无论你有多特别，这世上总会有一个与你合拍的朋友。#朋友 #快手美食创作人 #牛肉汉堡 ,2021-12-30 11:00:00,344785,93880,宅猫日记（食神是只猫）
你见过如此豪横的父亲吗？花费1632小时，为儿子打造劳斯莱斯 #劳斯莱斯魅影  #改造  #快手娱乐星熠计划 ,2022-01-20 19:48:26,115040,204200,卤蛋电影V
表哥够大方 下次去t两个回来吃@一身膘丸子(O3x7s9kw95rtzezc) @雪儿同学(O3xayrhe52r6a99e) #记录我的农村生活 #Vlog日常,2022-01-14 17:23:53,155077,278233,梅子（酒鬼妹）
#爹娘恩情还不够欣宝儿,2022-01-21 21:57:30,17203,45800,欣宝儿『师父王琪』
有些牛肉要吃鲜嫩的，有些牛肉要经过千锤百炼，香辣中透着浓郁的香。 #农村美食 农村美食 #日常记录美食 ,2022-01-07 16:35:00,182977,102950,严素（小厨娘）
才从广东回来，火锅随便整就是！ #我热你滴温 #重庆第一飘 #集结吧光合创作者,2022-01-02 20:33:19,22283,182333,重庆第一飘
遇到这样的管理，你说我的工厂能容下你吗！  #艳姐玩具,2022-01-15 20:36:55,287781,237120,玩具之家👑艳姐
第一次做甜米酒 挑战了两个口味的 ！！可是结果为什么不一样呢？ #甜米酒 #米酒的做法,2022-01-09 10:45:54,414989,55166,房纠纠
你们最喜欢哪一位mc主播呢 #我的世界,2022-01-01 17:53:13,155395,71183,苏大强
爸爸不陪他玩，十九个月大的小朋友默默哭泣... #萌娃   #人类幼崽成长计划  #集结吧光合创作者 ,2022-01-20 18:36:30,77103,9800,鹤壁市广播电视台
你们觉得网课很有意思吗？#集结吧光合创作者 #人类迷惑行为大赏 #篮球不会说谎 @快手热点(O3xddgkd5fav5if9) @快手体育(O3x9p59zhz9u43ge),2022-01-20 13:25:22,48579,38200,阿歪🏀篮球特训
向美国发出明确警告，中俄伊即将再次举行海上军演，地点很敏感 #军事快评 ,2022-01-21 19:04:12,20456,181880,神鸟知讯军事
#破产董事长流浪深圳街头靠拾荒为生，志愿者送其回山东老家,2022-01-21 18:27:31,659743,24366,澎湃新闻
#人间有爱 #人间温暖 #感人一幕,2022-01-12 14:52:56,14986,280833,活宝生活号
节目组在冰块中藏电话，即使没有工具，孙红雷破冰速度依旧第一#综艺 #极限挑战 #搞笑,2022-01-12 17:48:21,62603,174240,东方星追综
"回东北的穿搭准备就绪👜
 #快手全面屏  #Vlog日常",2022-01-06 17:32:41,19546,76333,-卿卿tulips
#定格海外生活瞬间 #记录异国他乡的生活 #越南生活 当地热带地区的水果很丰富很甜很好吃😋,2022-01-13 06:24:54,46015,163633,啊印在越南
今天拍的啥！朋友你的善良感动了我，我想和你做个朋友。祝福所有的朋友身体健康长寿百岁，一生幸福、一生美满、一生快乐。 #我今天为你祝福 #祝朋友们天天开心快乐 #祝大姐长寿百岁 @快手热点(O3xddgkd5fav5if9) @快手粉条(O3xhcy6vhfzcu3qe) @快手创作者中心(O3xrgtux2ehryffe) @苗阿妹妹子(O3x23kx7w85z73hi) @幸福的老太太6889(O3xvwhdxp9rbs242) @九九才艺歌679(O3x7kkb4d64u2xqy) @青春。。。，！(O3x8dnqhnpzbtr5y) @✌芝芝姐✌✌✌✌✌✌✌✌(O3xigjcwzedggnhk) @＠爱笑的琳姐(O3xeqvvmjc2bms5m) @荣荣～阳光脑瘫女孩(O3xyxeydscmgksve) @每天开心尚家人(O3xyr3uzcid9rwkc) @珍惜到老177(O3x6rtxrkrqczjdc) @兰姐大实话儿(O3xqtuxmb5gpkmzq) @七彩霞光。(O3xykhmryizwih8w) @玲姐（火🔥）(O3x33z38drrinypg) @＠抬头望月W(O3x4dxkm843b5i4e) @宁夏放羊三妹(O3xgaf6h37ix5yx6) @董哥创业正能量(O3xrmyfp5v2rps8u) @馨馨妈妈(O3xpcfmy94xj5gfq) @雨过天晴22005(O3x4tx5e3vrpzkna) @开心就好885(O3xtymw7pf4b4rzg) @农村哥《正能量》(O3xyy7wu3tnujqwu) @玉儿姐爱唱歌(O3xcgi2d7xqi8kg6) @书语无价(O3x4xzr9h2evzuqi) @甘肃胖哥爱音器(O3xvgcfarmkcn796) @东北二丫668(O3x5qwggn6tt34tu) @乐乐爱唱歌(O3xjuuky47jaatnu) @李秀英4274(O3xdustz9rgxw25g),2022-01-19 08:01:39,5022,50600,保华自学音乐（爱♥）
笑不活了，和男神做了这样的事情，还被抓包？！ #快看的漫画  #冬日暴击  #又被男神撩上热搜,2022-01-22 19:08:41,25810,71625,耳冘激吹bot
正宗男夹子  #搞笑视频 #搞笑配音@快手热点(O3xddgkd5fav5if9),2022-01-08 12:05:43,806664,39033,晨叔✨《搞笑配音》
一个人想要变得更强，就必须要看清现在的自己。当你还是个弱者的时候，这就很容易做到。但是当你在某方面变成强者你就会背着短暂的强大，迷失双眼，停滞不前。 @快手热点(O3xddgkd5fav5if9)  @我要上热门(O3x8er38dpbhvbaa) #正能量励志语录 #励志 #自律,2022-01-06 11:13:24,45844,14133,励志馆☀️（低价收徒）
我知道我技术好 所以重发一下呜呜 #新年新发色,2022-01-02 17:35:44,404608,49900,我是小烤鱼
你猜到这是什么了吗 #我的世界 #minecraft我的世界  #立体画,2022-01-14 19:31:31,51520,16766,七七简笔画
大家看见啥了吗？我家里有啥啊！今晚不敢睡了。猫能看见啥？ #萌宠成长记,2021-12-26 17:48:07,67100,10333,扁脸帆尼猫
#暖心正能量 #传播正能量真人真事 #支持快手传递正能量  @快手热点(O3xddgkd5fav5if9)  @快手粉条(O3xhcy6vhfzcu3qe)  @快手创作者中心(O3xrgtux2ehryffe),2022-01-08 15:30:17,8127,276916,超哥（人性思维）收徒
发一个小库存，花絮也🈶️哦 #危险派对 #2021年度歌曲,2022-01-08 18:45:09,121627,21950,SSS小队_GME
#科普  #寻找1000位科普达人 ,2022-01-22 20:38:08,4091,113633,科普舰长
是谁我不说#在光遇白头相聚 #SKY光遇,2022-01-03 19:53:54,46538,9550,光遇-糯米粑粑-
一直不明白，为什么李清照性格如此不一样，却是婉约派词人呢？ #次元星企划 #李清照 #国风,2022-01-08 18:32:03,117096,12412,肉脸橙
人生第二比被晃倒给他了！ #篮球不会放弃,2022-01-22 22:56:42,11197,370466,天极街球头盔哥
今天吃藏式手打牛肉丸子，手打的丸子特别劲道，最喜欢用来做火锅了，大家在家可以试试哦，很简单的 #西藏  #美食 ,2022-01-21 17:57:22,15606,86553,西藏兄妹（索珍&加措）
感谢一直以来大家的支持！这一波大礼回馈大家！ #快手新春锦鲤,2022-01-18 20:36:01,168743,65400,主持人杨帆
小伙拜见岳父大人，5天被灌倒3次！网友：岳父大人还挺讲究，隔一天喝一次 #笑哭 ,2022-01-20 20:30:00,33837,7400,南京广播电视台
大叔每天回家必和狗交流半小时，坚持了3年如今把狗训得令评委啧啧称奇#宠物 #训犬 #家庭,2022-01-13 15:43:58,30366,194960,星光瞰现场
是不是又缺生活费了，快把这个视频发给爸妈吧！ #搞笑,2022-01-12 19:47:09,155062,43800,养膘大队
"#快手新知锦囊 #文案 #苏皖妍专属标签
我跟奶奶上坟时。。",2022-01-15 10:39:20,45062,7958,妍の坏情绪.
我都让你们低调了，就是不听！你们说到底是什么神秘大奖！我很好奇！#无敌战神 #蕉太狼 ,2022-01-21 17:00:00,68733,87533,蕉太狼 【言氏集团】
@快手音乐(O3xjy3yfphyeczxm)  @快手热点(O3xddgkd5fav5if9)  @今天拍点啥(O3x67dvnussd48as) #爱音乐爱快手  #这歌唱的太好听了,2022-01-16 08:09:00,3193,164850,小妞爱唱歌🎤
快点艾特你对象或者闺蜜一起举高高！ #校园 #神操作 #青春 @快手热点(O3xddgkd5fav5if9),2022-01-02 11:11:23,485521,15266,YY~洛依一
可恶，居然被制裁了#大花轿踢腿舞@草莓朵朵Alsa(O3xku4qkg5yrmbys) ,2022-01-14 14:17:46,139805,24600,狗子队长★
小老虎新年贺卡来啦#新年贺卡 #简笔画 #创意儿童画,2022-01-22 14:14:02,5795,14600,许朵朵爱画画（在小店）
小王子的笑声太魔性了～专治压力大，不开心～哈哈 #人类幼崽到底有多可爱 #家有萌娃 #专治不开心,2022-01-21 17:14:17,3762,13633,lele的小王子
的猫系女友已上线，请注意查收。#沉浸式化妆,2022-01-17 18:51:42,44786,83100,马宝儿BoA
这小猫咪9量不行呀 #快手宠物天团 #萌宠成长日记 #vlog猫咪日常,2022-01-08 17:26:09,256371,20666,麻蛋和丑丑
这份炒饭有点凉！ #万能的外卖小哥哥,2021-12-26 20:52:34,676632,121433,海扬
你们说我是不是有点驾驭不了它了 #宠物成精了 #萌宠成精了 #萌宠,2022-01-11 17:58:19,92988,53866,家有肉蛋球儿
学废了吗 赶紧诶特你的工具人来学 #拍摄教程,2022-01-22 13:22:05,8073,43416,158的君君
《全是爱》英文版 #全是爱 #各国语言皆可全是爱 #翻唱,2022-01-21 11:01:06,30688,27366,Cami卡米拉
将行21：她就是那个打了败仗的女将军？ #逆水寒ol #大宋映画,2022-01-21 17:08:53,32096,41474,醉绎半生
原来我们的心情都是一样的 #内容太过于真实 #熊孩子搞笑日常,2022-01-16 13:50:41,211723,39758,王大艺～
#使命召唤手游  #泡泡  苦练单点 就为了这一刻爆头,2022-01-13 09:40:48,6656,14133,泡泡使命召唤
#集结吧光合创作者 #潘晓婷 #台球 奥沙利文用这种方式撩妹，不愧是油条！,2022-01-21 22:53:35,2823,52533,达闻百科
我爸最后的眼神一定是对我孝心的肯定！#快手新春锦鲤,2022-01-18 20:04:06,2139943,61533,祝晓晗
#刘星 #搞笑 #我在快手追好剧 @快手热点(O3xddgkd5fav5if9) @快手粉条(O3xhcy6vhfzcu3qe) @快手影视创作者(O3x6kcy3cqzyqw2s) 刘星唱歌的样子承包了我512g内存的笑点哈哈哈，快艾特你的朋友来看吧,2022-01-10 11:27:33,13024,104433,影视莎莎（特价收徒）
千万不要随便惹女人，否则后果很严重#电影断金动作场面 #电影断金,2022-01-19 17:19:49,134233,136480,波哥电影
央视“国脸”欧阳夏丹，销声匿迹一年半，离职原因成谜 #明星故事 #欧阳夏丹 #央视主持人,2022-01-17 00:44:36,15713,190366,圈里的圈
回不了家心酸只有漂泊在外的人才能一会！在外长期漂泊的人，才身有体会，家乡留不住肉身，他乡留不住灵魂！快要过年了，祝愿大家都回家过年！再等我几天家人们，都不要慌,2022-01-16 09:19:58,12747,115233,满仓（ 大陕北）👑
我为 #迷你世界 拍摄了精彩游戏视频！跟我一起玩吧 #搭建粉丝天梯 这上面有你们的名字吗吗？没有的话告诉我奖,2021-12-26 09:09:18,15295,13720,汤米老师【进列表】
“这辈子下辈子我们依旧是最好的朋友 @你的好朋友。” #马克文案 #用篮球表达心情,2022-01-22 11:08:30,44150,7500,Mark🏀
#集结吧光合创作者 他爱不爱你 他兄弟比你知道的多,2022-01-03 20:20:19,45995,15433,你是圣诞老人吗🐏
一枝独秀不是春，百花齐放春满园#今日份的自拍 #手工剪纸 #喜庆中国风,2022-01-16 20:07:01,12259,145866,若兰爱剪纸
#糖醋里脊 #京酱肉丝 #美食家常菜,2021-12-24 18:10:03,38715,81250,阿跃美食分享
成都查获猪头肉黑加工窝点，现场画面“不堪入目”。老板：我们做的很干净、很好.....#猪肉  #食品安全  #民生  ,2022-01-20 17:16:46,9803,318633,市监观察
伤害性不大，侮辱性极强！ #电影澡堂也疯狂  #快手娱乐星熠计划第五期  #我的春晚记忆  @快手热点(O3xddgkd5fav5if9) ,2022-01-15 16:02:13,4467,106440,大小眼电影
用生命在超车！ #交通安全快行动,2022-01-08 09:13:07,68784,9866,天津交警
#编发 #美妆百万新星计划 #编发教程,2021-12-27 21:06:03,7303,45166,请叫我小喜姐姐
现在连戴口罩都开始内卷了吗？！快get口罩心机戴法，直接戴出小V脸啊 ！ #口罩 #显脸小,2022-01-17 18:49:39,2203727,6366,阿妮贝比
当两个明星的粉丝battle #娱乐圈 #次元迎新大作战 #冬日暴击,2022-01-21 18:39:03,26683,14366,广林君-
#集结吧光合创作者 #温铁军再评论三农@朗宁龙哥 ❤情感一919(O3xi7e7rdbw978rw) @红姐【大实话】(O3x3tq3ca9dirgge),2022-01-17 18:13:25,3296,204300,东山再起（火星公寓）
描写时间你还在写早上晚上吗？ #语文  #写作  #我在快手涨知识  @快手粉条(O3xhcy6vhfzcu3qe)  @快手教育(O3xs4pwkr6yf6g56)  @语文一哥(O3x8zisaajnaq959) ,2022-01-09 12:10:00,71051,28233,北大金鸽教语文
全程高能爆笑不停 #搞笑 #沙雕 #影视剪辑,2022-01-12 19:41:00,166838,105916,搞笑队长
原来只要把手伸向他就好了 #快手情侣日常   @快手热点(O3xddgkd5fav5if9),2022-01-19 18:38:18,98757,46133,男朋友你睡醒了吗
"真正好用的宿舍好物🔥学生党一定要拥有呀‼️
#宿舍好物 #好物分享 #学生党必备 ",2022-01-05 17:00:00,223309,72133,一只小乔学姐
加油，你会更好，苦难终会过去 #孤勇者 #向上,2022-01-06 17:05:03,40503,12666,宝藏音乐
不会有人不信这个吧#金钱豹头像,2022-01-20 17:07:45,158099,36720,杏仁儿
最后五个上战神的嗷！ @午自习.(O3xm9tm9jinf8csi)  @Yunz.S(O3x4b4gmkfywisr4)  @魄狙使命召唤(O3x3himebsxwgpki) @牛崽使命召唤(O3xh5vwv2pjikqh2) #使命召唤手游 #虎年召唤一起开战 #凛冬作战跨年行动,2022-01-21 08:49:29,41289,20900,七鹊使命召唤.
曜仔也出bug了？二技能击飞时间不符？ #bug  #曜  #峡谷gm梦飞  ,2022-01-11 17:02:43,29854,41016,全能主播梦飞
#快手小游戏 #学生党 #奶茶大师,2022-01-17 18:16:02,86494,55016,桃子游戏酱
#06年,2022-01-15 10:58:19,142896,8666,王思夏_Ye
#快手福虎迎春季 #我的新年仪式感 #家乡年味,2022-01-16 18:01:28,24144,105683,卓越·餐桌～教做菜
"回家过年做好防护😷
 #资讯 #主持人 #春运",2022-01-20 10:10:46,9185,109966,主持人岩清
#集结吧光合创作者 #高清电影 #流浪女王    @快手热点(O3xddgkd5fav5if9),2022-01-13 12:27:23,2202,104816,高清剪辑师
